flight_number,latitude,longitude,heading,altitude,departure,arrival,timestamp
Emirates_EK7626,20.32058253968254,76.16211746031746,80.61912854645468,35001,BOM,GAU,2024-01-01 00:25:40
Emirates_EK7626,20.33658231292517,76.20490340136054,80.33512503688006,35010,BOM,GAU,2024-01-01 00:26:00
Emirates_EK7626,20.3525820861678,76.24768934240362,84.36546849200585,35069,BOM,GAU,2024-01-01 00:26:20
Emirates_EK7626,20.36858185941043,76.29047528344671,83.90379264648952,34944,BOM,GAU,2024-01-01 00:26:40
Emirates_EK7626,20.38458163265306,76.33326122448979,80.10116669442331,35032,BOM,GAU,2024-01-01 00:27:00
Emirates_EK7626,20.400581405895693,76.37604716553288,75.32789436436914,34912,BOM,GAU,2024-01-01 00:27:20
Emirates_EK7626,20.416581179138323,76.41883310657596,75.60227044372414,34946,BOM,GAU,2024-01-01 00:27:40
Emirates_EK7626,20.432580952380953,76.46161904761904,77.72011374934948,35015,BOM,GAU,2024-01-01 00:28:00
Emirates_EK7626,20.448580725623582,76.50440498866213,73.45115714774863,35011,BOM,GAU,2024-01-01 00:28:20
Emirates_EK7626,20.464580498866212,76.54719092970521,73.7603826368201,35075,BOM,GAU,2024-01-01 00:28:40
Emirates_EK7626,20.480580272108842,76.5899768707483,76.94496490615055,35094,BOM,GAU,2024-01-01 00:29:00
Emirates_EK7626,20.496580045351475,76.63276281179138,73.77908046618887,35047,BOM,GAU,2024-01-01 00:29:20
Emirates_EK7626,20.512579818594105,76.67554875283446,75.7285335495339,34962,BOM,GAU,2024-01-01 00:29:40
Emirates_EK7626,20.528579591836735,76.71833469387755,71.53541702171425,35051,BOM,GAU,2024-01-01 00:30:00
Emirates_EK7626,20.544579365079365,76.76112063492063,76.20372831493259,34995,BOM,GAU,2024-01-01 00:30:20
Emirates_EK7626,20.560579138321994,76.80390657596371,78.94437332205369,34955,BOM,GAU,2024-01-01 00:30:40
Emirates_EK7626,20.576578911564624,76.8466925170068,76.01603618746029,34942,BOM,GAU,2024-01-01 00:31:00
Emirates_EK7626,20.592578684807258,76.88947845804988,74.8826801057911,35005,BOM,GAU,2024-01-01 00:31:20
Emirates_EK7626,20.608578458049887,76.93226439909297,76.40808821443409,34994,BOM,GAU,2024-01-01 00:31:40
Emirates_EK7626,20.624578231292517,76.97505034013605,75.90192876781708,35069,BOM,GAU,2024-01-01 00:32:00
Emirates_EK7626,20.640578004535147,77.01783628117913,72.28948752388459,34987,BOM,GAU,2024-01-01 00:32:20
Emirates_EK7626,20.656577777777777,77.06062222222222,74.55467273031641,34941,BOM,GAU,2024-01-01 00:32:40
Emirates_EK7626,20.672577551020407,77.1034081632653,74.40678226500118,34907,BOM,GAU,2024-01-01 00:33:00
Emirates_EK7626,20.68857732426304,77.14619410430839,78.93206189997734,35010,BOM,GAU,2024-01-01 00:33:20
Emirates_EK7626,20.70457709750567,77.18898004535147,78.14862130628048,34906,BOM,GAU,2024-01-01 00:33:40
Emirates_EK7626,20.7205768707483,77.23176598639455,74.44249301294869,35074,BOM,GAU,2024-01-01 00:34:00
Emirates_EK7626,20.73657664399093,77.27455192743764,79.4212503388623,35057,BOM,GAU,2024-01-01 00:34:20
Emirates_EK7626,20.75257641723356,77.31733786848072,79.30222905880346,35075,BOM,GAU,2024-01-01 00:34:40
Emirates_EK7626,20.76857619047619,77.3601238095238,76.01822976343583,35006,BOM,GAU,2024-01-01 00:35:00
Emirates_EK7626,20.784575963718822,77.40290975056689,72.32854040545773,35089,BOM,GAU,2024-01-01 00:35:20
Emirates_EK7626,20.800575736961452,77.44569569160997,69.39720030920272,35095,BOM,GAU,2024-01-01 00:35:40
Emirates_EK7626,20.816575510204082,77.48848163265306,66.40787259123462,34979,BOM,GAU,2024-01-01 00:36:00
Emirates_EK7626,20.83257528344671,77.53126757369614,64.4245822635206,34958,BOM,GAU,2024-01-01 00:36:20
Emirates_EK7626,20.84857505668934,77.57405351473922,62.15285937689371,34973,BOM,GAU,2024-01-01 00:36:40
Emirates_EK7626,20.86457482993197,77.61683945578231,61.23237167606354,35014,BOM,GAU,2024-01-01 00:37:00
Emirates_EK7626,20.880574603174605,77.65962539682539,60.749958841246695,34904,BOM,GAU,2024-01-01 00:37:20
Emirates_EK7626,20.896574376417234,77.70241133786848,61.99874240618242,34958,BOM,GAU,2024-01-01 00:37:40
Emirates_EK7626,20.912574149659864,77.74519727891156,60.90790380314878,34962,BOM,GAU,2024-01-01 00:38:00
Emirates_EK7626,20.928573922902494,77.78798321995464,57.466417360846016,35082,BOM,GAU,2024-01-01 00:38:20
Emirates_EK7626,20.944573696145124,77.83076916099773,54.13136349276908,35038,BOM,GAU,2024-01-01 00:38:40
Emirates_EK7626,20.960573469387754,77.87355510204081,52.082649866674764,34930,BOM,GAU,2024-01-01 00:39:00
Emirates_EK7626,20.976573242630387,77.91634104308389,55.53666306776821,34966,BOM,GAU,2024-01-01 00:39:20
Emirates_EK7626,20.992573015873017,77.95912698412698,55.023685280972835,34500,BOM,GAU,2024-01-01 00:39:40
Emirates_EK7626,21.008572789115647,78.00191292517006,57.5302219637648,34916,BOM,GAU,2024-01-01 00:40:00
Emirates_EK7626,21.024572562358276,78.04469886621315,53.164618001544476,35011,BOM,GAU,2024-01-01 00:40:20
Emirates_EK7626,21.040572335600906,78.08748480725623,52.16889875682473,34999,BOM,GAU,2024-01-01 00:40:40
Emirates_EK7626,21.056572108843536,78.13027074829931,51.552313629986386,34936,BOM,GAU,2024-01-01 00:41:00
Emirates_EK7626,21.07257188208617,78.1730566893424,55.00381542961868,34993,BOM,GAU,2024-01-01 00:41:20
Emirates_EK7626,21.0885716553288,78.21584263038548,53.75828591180338,34922,BOM,GAU,2024-01-01 00:41:40
Emirates_EK7626,21.10457142857143,78.25862857142857,51.09679408635395,35092,BOM,GAU,2024-01-01 00:42:00
Emirates_EK7626,21.12057120181406,78.30141451247165,52.224596869002,35065,BOM,GAU,2024-01-01 00:42:20
Emirates_EK7626,21.13657097505669,78.34420045351473,53.160671777498116,35043,BOM,GAU,2024-01-01 00:42:40
Emirates_EK7626,21.15257074829932,78.38698639455782,55.63564010635312,35001,BOM,GAU,2024-01-01 00:43:00
Emirates_EK7626,21.16857052154195,78.4297723356009,59.69809755781763,35053,BOM,GAU,2024-01-01 00:43:20
Emirates_EK7626,21.18457029478458,78.47255827664398,55.09676287475761,34994,BOM,GAU,2024-01-01 00:43:40
Emirates_EK7626,21.20057006802721,78.51534421768707,53.58918948960551,34943,BOM,GAU,2024-01-01 00:44:00
Emirates_EK7626,21.21656984126984,78.55813015873015,50.92230810265858,34988,BOM,GAU,2024-01-01 00:44:20
Emirates_EK7626,21.23256961451247,78.60091609977324,46.67753577416202,35021,BOM,GAU,2024-01-01 00:44:40
Emirates_EK7626,21.2485693877551,78.64370204081632,48.02494659062139,35021,BOM,GAU,2024-01-01 00:45:00
Emirates_EK7626,21.264569160997734,78.6864879818594,46.560612940548225,35029,BOM,GAU,2024-01-01 00:45:20
Emirates_EK7626,21.280568934240364,78.7292739229025,43.92397435739155,34975,BOM,GAU,2024-01-01 00:45:40
Emirates_EK7626,21.296568707482994,78.77205986394557,44.34648388823215,34914,BOM,GAU,2024-01-01 00:46:00
Emirates_EK7626,21.312568480725623,78.81484580498866,43.52134278170802,34900,BOM,GAU,2024-01-01 00:46:20
Emirates_EK7626,21.328568253968253,78.85763174603174,41.709268092873856,35051,BOM,GAU,2024-01-01 00:46:40
Emirates_EK7626,21.344568027210883,78.90041768707482,36.811258854718695,34978,BOM,GAU,2024-01-01 00:47:00
Emirates_EK7626,21.360567800453516,78.94320362811791,35.37766513622953,34977,BOM,GAU,2024-01-01 00:47:20
Emirates_EK7626,21.376567573696146,78.98598956916099,36.08583120192382,34903,BOM,GAU,2024-01-01 00:47:40
Emirates_EK7626,21.392567346938776,79.02877551020407,33.58341374885269,35055,BOM,GAU,2024-01-01 00:48:00
Emirates_EK7626,21.408567120181406,79.07156145124716,32.264936405926655,35084,BOM,GAU,2024-01-01 00:48:20
Emirates_EK7626,21.424566893424036,79.11434739229024,36.70566925677661,35098,BOM,GAU,2024-01-01 00:48:40
Emirates_EK7626,21.440566666666665,79.15713333333333,32.13005279050774,34902,BOM,GAU,2024-01-01 00:49:00
Emirates_EK7626,21.4565664399093,79.19991927437641,27.169231134132808,35057,BOM,GAU,2024-01-01 00:49:20
Emirates_EK7626,21.47256621315193,79.24270521541949,28.11059643065597,34936,BOM,GAU,2024-01-01 00:49:40
Emirates_EK7626,21.48856598639456,79.28549115646258,26.076539823459388,35067,BOM,GAU,2024-01-01 00:50:00
Emirates_EK7626,21.504565759637188,79.32827709750566,24.12537094037528,34932,BOM,GAU,2024-01-01 00:50:20
Emirates_EK7626,21.520565532879818,79.37106303854875,21.339916066355414,34955,BOM,GAU,2024-01-01 00:50:40
Emirates_EK7626,21.536565306122448,79.41384897959183,18.196202265020595,34910,BOM,GAU,2024-01-01 00:51:00
Emirates_EK7626,21.55256507936508,79.45663492063491,18.934691655634055,35013,BOM,GAU,2024-01-01 00:51:20
Emirates_EK7626,21.56856485260771,79.499420861678,17.05350266719134,35069,BOM,GAU,2024-01-01 00:51:40
Emirates_EK7626,21.58456462585034,79.54220680272108,17.783606436926846,34976,BOM,GAU,2024-01-01 00:52:00
Emirates_EK7626,21.60056439909297,79.58499274376416,16.57285475626037,34917,BOM,GAU,2024-01-01 00:52:20
Emirates_EK7626,21.6165641723356,79.62777868480725,17.568558963277365,34930,BOM,GAU,2024-01-01 00:52:40
Emirates_EK7626,21.63256394557823,79.67056462585033,20.591539978185764,34976,BOM,GAU,2024-01-01 00:53:00
Emirates_EK7626,21.64856371882086,79.71335056689342,24.219464004862985,34913,BOM,GAU,2024-01-01 00:53:20
Emirates_EK7626,21.664563492063493,79.7561365079365,23.419097786212802,34906,BOM,GAU,2024-01-01 00:53:40
Emirates_EK7626,21.680563265306123,79.79892244897958,26.591107384452975,34924,BOM,GAU,2024-01-01 00:54:00
Emirates_EK7626,21.696563038548753,79.84170839002267,29.276061604607232,35024,BOM,GAU,2024-01-01 00:54:20
Emirates_EK7626,21.712562811791383,79.88449433106575,26.806278224753424,34956,BOM,GAU,2024-01-01 00:54:40
Emirates_EK7626,21.728562585034012,79.92728027210885,24.54654358918742,34986,BOM,GAU,2024-01-01 00:55:00
Emirates_EK7626,21.744562358276646,79.97006621315192,20.46269827443691,35086,BOM,GAU,2024-01-01 00:55:20
Emirates_EK7626,21.760562131519276,80.012852154195,24.655775965512362,35095,BOM,GAU,2024-01-01 00:55:40
Emirates_EK7626,21.776561904761905,80.0556380952381,25.009237089930522,34999,BOM,GAU,2024-01-01 00:56:00
Emirates_EK7626,21.792561678004535,80.09842403628117,24.40113996228197,34926,BOM,GAU,2024-01-01 00:56:20
Emirates_EK7626,21.808561451247165,80.14120997732425,20.914167085723783,35001,BOM,GAU,2024-01-01 00:56:40
Emirates_EK7626,21.824561224489795,80.18399591836734,25.107412230933125,34913,BOM,GAU,2024-01-01 00:57:00
Emirates_EK7626,21.840560997732425,80.22678185941042,27.663744595362402,34953,BOM,GAU,2024-01-01 00:57:20
Emirates_EK7626,21.856560770975058,80.26956780045352,23.25666699388715,35086,BOM,GAU,2024-01-01 00:57:40
Emirates_EK7626,21.872560544217688,80.3123537414966,25.719885042641348,35089,BOM,GAU,2024-01-01 00:58:00
Emirates_EK7626,21.888560317460318,80.35513968253967,24.558798972744352,35023,BOM,GAU,2024-01-01 00:58:20
Emirates_EK7626,21.904560090702947,80.39792562358276,26.06436661041214,35019,BOM,GAU,2024-01-01 00:58:40
Emirates_EK7626,21.920559863945577,80.44071156462584,24.92098282097059,34996,BOM,GAU,2024-01-01 00:59:00
Emirates_EK7626,21.93655963718821,80.48349750566894,20.841889576409052,35043,BOM,GAU,2024-01-01 00:59:20
Emirates_EK7626,21.95255941043084,80.52628344671201,22.35165954422917,34947,BOM,GAU,2024-01-01 00:59:40
Emirates_EK7626,21.96855918367347,80.56906938775509,20.55219963281614,34913,BOM,GAU,2024-01-01 01:00:00
Emirates_EK7626,21.9845589569161,80.61185532879819,24.94162852447309,35083,BOM,GAU,2024-01-01 01:00:20
Emirates_EK7626,22.00055873015873,80.65464126984126,20.34624776027463,34902,BOM,GAU,2024-01-01 01:00:40
Emirates_EK7626,22.01655850340136,80.69742721088434,16.925407071032737,35006,BOM,GAU,2024-01-01 01:01:00
Emirates_EK7626,22.03255827664399,80.74021315192743,20.8451580846343,35016,BOM,GAU,2024-01-01 01:01:20
Emirates_EK7626,22.048558049886623,80.78299909297051,20.875382465475692,35025,BOM,GAU,2024-01-01 01:01:40
Emirates_EK7626,22.064557823129253,80.8257850340136,20.073455180276405,35016,BOM,GAU,2024-01-01 01:02:00
Emirates_EK7626,22.080557596371882,80.86857097505668,24.58476196604373,34929,BOM,GAU,2024-01-01 01:02:20
Emirates_EK7626,22.096557369614512,80.91135691609976,23.737128838611802,35037,BOM,GAU,2024-01-01 01:02:40
Emirates_EK7626,22.112557142857142,80.95414285714286,27.303627826350628,34961,BOM,GAU,2024-01-01 01:03:00
Emirates_EK7626,22.128556916099775,80.99692879818593,31.304146416558027,35043,BOM,GAU,2024-01-01 01:03:20
Emirates_EK7626,22.144556689342405,81.03971473922903,28.591787763497287,35022,BOM,GAU,2024-01-01 01:03:40
Emirates_EK7626,22.160556462585035,81.0825006802721,31.30846590523804,35047,BOM,GAU,2024-01-01 01:04:00
Emirates_EK7626,22.176556235827665,81.12528662131518,34.45521304581898,35003,BOM,GAU,2024-01-01 01:04:20
Emirates_EK7626,22.192556009070294,81.16807256235828,35.113232895673875,35001,BOM,GAU,2024-01-01 01:04:40
Emirates_EK7626,22.208555782312924,81.21085850340135,32.61965764211926,35030,BOM,GAU,2024-01-01 01:05:00
Emirates_EK7626,22.224555555555554,81.25364444444443,31.442946673849978,35037,BOM,GAU,2024-01-01 01:05:20
Emirates_EK7626,22.240555328798187,81.29643038548753,33.3340122730362,35039,BOM,GAU,2024-01-01 01:05:40
Emirates_EK7626,22.256555102040817,81.3392163265306,30.264793869142885,34925,BOM,GAU,2024-01-01 01:06:00
Emirates_EK7626,22.272554875283447,81.3820022675737,27.681776621110416,34996,BOM,GAU,2024-01-01 01:06:20
Emirates_EK7626,22.288554648526077,81.42478820861677,28.598265494944535,34943,BOM,GAU,2024-01-01 01:06:40
Emirates_EK7626,22.304554421768707,81.46757414965985,32.071921780883756,35000,BOM,GAU,2024-01-01 01:07:00
Emirates_EK7626,22.32055419501134,81.51036009070295,27.70649559101364,34956,BOM,GAU,2024-01-01 01:07:20
Emirates_EK7626,22.33655396825397,81.55314603174602,26.660416851719955,34901,BOM,GAU,2024-01-01 01:07:40
Emirates_EK7626,22.3525537414966,81.59593197278912,28.154564388814293,35066,BOM,GAU,2024-01-01 01:08:00
Emirates_EK7626,22.36855351473923,81.6387179138322,32.228831136798334,34958,BOM,GAU,2024-01-01 01:08:20
Emirates_EK7626,22.38455328798186,81.68150385487527,36.67249070895388,35069,BOM,GAU,2024-01-01 01:08:40
Emirates_EK7626,22.40055306122449,81.72428979591837,35.22500149167021,34928,BOM,GAU,2024-01-01 01:09:00
Emirates_EK7626,22.41655283446712,81.76707573696144,33.31261260035849,35003,BOM,GAU,2024-01-01 01:09:20
Emirates_EK7626,22.432552607709752,81.80986167800452,37.804163735677676,34995,BOM,GAU,2024-01-01 01:09:40
Emirates_EK7626,22.448552380952382,81.85264761904762,39.26896406889269,34937,BOM,GAU,2024-01-01 01:10:00
Emirates_EK7626,22.46455215419501,81.8954335600907,39.82345886014663,34916,BOM,GAU,2024-01-01 01:10:20
Emirates_EK7626,22.48055192743764,81.93821950113379,39.733412499981725,35031,BOM,GAU,2024-01-01 01:10:40
Emirates_EK7626,22.49655170068027,81.98100544217687,41.99149885890908,34928,BOM,GAU,2024-01-01 01:11:00
Emirates_EK7626,22.512551473922905,82.02379138321996,37.00513402904514,35074,BOM,GAU,2024-01-01 01:11:20
Emirates_EK7626,22.528551247165534,82.06657732426304,37.04960811429366,35069,BOM,GAU,2024-01-01 01:11:40
Emirates_EK7626,22.544551020408164,82.10936326530611,40.65708420451449,34936,BOM,GAU,2024-01-01 01:12:00
Emirates_EK7626,22.560550793650794,82.15214920634921,38.840586724650386,35096,BOM,GAU,2024-01-01 01:12:20
Emirates_EK7626,22.576550566893424,82.19493514739229,41.031471560118845,34990,BOM,GAU,2024-01-01 01:12:40
Emirates_EK7626,22.592550340136054,82.23772108843536,38.72535730543874,35076,BOM,GAU,2024-01-01 01:13:00
Emirates_EK7626,22.608550113378683,82.28050702947846,39.793842240284505,34987,BOM,GAU,2024-01-01 01:13:20
Emirates_EK7626,22.624549886621317,82.32329297052154,42.39735525526949,35095,BOM,GAU,2024-01-01 01:13:40
Emirates_EK7626,22.640549659863947,82.36607891156461,43.04554682256817,34958,BOM,GAU,2024-01-01 01:14:00
Emirates_EK7626,22.656549433106576,82.4088648526077,46.42547792880694,35002,BOM,GAU,2024-01-01 01:14:20
Emirates_EK7626,22.672549206349206,82.45165079365078,41.74056508008543,34987,BOM,GAU,2024-01-01 01:14:40
Emirates_EK7626,22.688548979591836,82.49443673469388,43.16748526453674,35008,BOM,GAU,2024-01-01 01:15:00
Emirates_EK7626,22.70454875283447,82.53722267573696,41.704229724647526,34928,BOM,GAU,2024-01-01 01:15:20
Emirates_EK7626,22.7205485260771,82.58000861678005,44.33815993259466,35080,BOM,GAU,2024-01-01 01:15:40
Emirates_EK7626,22.73654829931973,82.62279455782313,42.04862604347898,34913,BOM,GAU,2024-01-01 01:16:00
Emirates_EK7626,22.75254807256236,82.6655804988662,45.896359501539166,35003,BOM,GAU,2024-01-01 01:16:20
Emirates_EK7626,22.76854784580499,82.7083664399093,50.46710895293553,35082,BOM,GAU,2024-01-01 01:16:40
Emirates_EK7626,22.78454761904762,82.75115238095238,52.14832059459346,35004,BOM,GAU,2024-01-01 01:17:00
Emirates_EK7626,22.800547392290248,82.79393832199545,57.035100889207165,35031,BOM,GAU,2024-01-01 01:17:20
Emirates_EK7626,22.81654716553288,82.83672426303855,55.286907821638735,35042,BOM,GAU,2024-01-01 01:17:40
Emirates_EK7626,22.83254693877551,82.87951020408163,55.96225116257885,34925,BOM,GAU,2024-01-01 01:18:00
Emirates_EK7626,22.84854671201814,82.9222961451247,53.53456961480854,34945,BOM,GAU,2024-01-01 01:18:20
Emirates_EK7626,22.86454648526077,82.9650820861678,55.66699813108563,34941,BOM,GAU,2024-01-01 01:18:40
Emirates_EK7626,22.8805462585034,83.00786802721088,58.78412942798979,35009,BOM,GAU,2024-01-01 01:19:00
Emirates_EK7626,22.896546031746034,83.05065396825397,58.39436624228261,35073,BOM,GAU,2024-01-01 01:19:20
Emirates_EK7626,22.912545804988664,83.09343990929705,61.406376356791355,35069,BOM,GAU,2024-01-01 01:19:40
